status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
236000816506015_777461155693309,"Selling: 
Introduction to Islam",,photo,https://www.facebook.com/photo.php?fbid=10208914630131802&set=gm.777461155693309&type=3,2016-01-26 23:00:44,0,0,0
236000816506015_777458085693616,"If anybody is interested in RENTING Scientific American Environmental Science for a Changing World (2nd edition) from me, please comment below!!! Price is negotiable. Perfect for EA 010, EA 020, or for your own enjoyment!",,status,,2016-01-26 22:44:06,0,0,0
236000816506015_777380775701347,Buying Patrick H. O’Neil and Ronald Rogowski Essential Readings in Comparative Politics. Fourth Edition,,status,,2016-01-26 18:17:08,0,0,0
236000816506015_777372875702137,"Hi all, selling all kinds of books. Buy them. All. or one.",,photo,https://www.facebook.com/photo.php?fbid=1001009293276153&set=gm.777372875702137&type=3,2016-01-26 17:46:30,2,0,0
236000816506015_777357292370362,"interested in buying: 
Fonetica y Fonologia Españolas (Schwegler, Kempff & Ameal-Guerra)",,status,,2016-01-26 16:52:49,1,0,0
236000816506015_776155455823879,Selling: all of the required texts for Drugs & the Brain. Message for price details.,,photo,https://www.facebook.com/photo.php?fbid=1047498968621897&set=gm.776155455823879&type=3,2016-01-23 17:08:43,0,2,0
236000816506015_777090665730358,"Selling: Proof and Disproof in Formal Logic (CS 81)

Buying: Reader for SOC 51 with Giorgi",,status,,2016-01-26 00:47:53,0,0,0
236000816506015_777016675737757,"Buying:
Sacrificing Families - Leisy Abrego",,status,,2016-01-25 20:02:36,0,0,0
236000816506015_777015239071234,"Looking to buy all books for The Natural Law with Prof. Kesler - 
Please message me if you have any of the following (:
-On Duties by Cicero 
-Relativism: Contemporary Anthology by Krausz
-On Law, Morality & Politics by Aquinas
-Aristotle's Nicomachean Ethics by Aristotle
- Two Treatises of Government by Locke
-Law Of Nations by Vattel
-Practical Philosophy by Kant
-The Abolition of Man by C.S. Lewis",,status,,2016-01-25 19:56:54,0,0,0
236000816506015_776937249079033,"Looking to buy American Government and Politics by Bessette and Pitney 
ISBN: 9781133587897, please message me if you are selling!",,status,,2016-01-25 16:22:44,2,0,0
236000816506015_776684542437637,"FOR CALC 1 (I know everyone's taken it) 

Buying/ Renting/ Borrowing/I'll Pay You With Love: Single Variable Calculus: Early Transcendentals 8th Edition",,status,,2016-01-25 01:18:37,2,2,0
236000816506015_776907902415301,"buying for documentary media:
Documentary: a history of the non-fiction film by Erik Barnouw
Documentary filmmaking by John Hewett and Gustavo Vaquez
The Documentary Film Book by Brian Winston",,status,,2016-01-25 14:24:04,0,1,0
236000816506015_776905349082223,"check out the Walker Book Sale tonight for great deals on books, both for class readings or just for fun! going on all week (Monday - Thursday, 7-9pm)!",TONIGHT!! WALKER BOOK SALE,event,https://www.facebook.com/events/1038004412917874/,2016-01-25 14:13:42,1,0,0
236000816506015_776900655749359,If anybody is looking for the textbook for Bio 44 i can give it to you for free!,,status,,2016-01-25 13:56:08,1,0,0
236000816506015_776662372439854,Wrong place to ask but is anyone interested in or planning on going to Matt Corby's concert in LA on this coming Tuesday?,,status,,2016-01-24 23:36:25,0,1,0
236000816506015_776675875771837,"Buying:
Books for Appel's Russian Politics
and Bowman's Organizational Psychology",,status,,2016-01-25 00:46:27,0,0,0
236000816506015_776673972438694,"Buying:
Forensic and Legal Psychology (2nd Edition) by Constanzo & Krauss",,status,,2016-01-25 00:38:07,6,0,0
236000816506015_776671182438973,Buying: Bio44 textbook (3rd edition only),,status,,2016-01-25 00:21:35,0,0,0
236000816506015_776665039106254,,5C Laundry,link,http://www.5claundry.com/,2016-01-24 23:50:28,0,0,0
236000816506015_776661902439901,"Looking for old quizzes, exams and problem sets from anybody that has taken Econ 50 with Olfatti.",,status,,2016-01-24 23:33:52,0,0,0
236000816506015_776621612443930,"Selling:
Fuentes: Conversacion y Gramatica; Rush, Dominguez, Garder
Understanding Youth; Nakkula & Toshalis
For Capital Punishment; Berns 
Moral Knowing in a Hindu Sacred City; Parish
The Philosophy of Religion Reader; Meister 
Intro to International Relations; Jackson & Sorensen",,status,,2016-01-24 20:47:03,0,0,0
236000816506015_776620789110679,"Buying: American Government and Politics: Deliberation, Democracy and Citizenship 2nd Edition",,status,,2016-01-24 20:42:35,0,0,0
236000816506015_776553812450710,"For Religious Studies:
The Tanakh
The Five Books of Moses",Photos from Sijia Lai's post,photo,https://www.facebook.com/photo.php?fbid=998310496913335&set=gm.776553812450710&type=3,2016-01-24 17:08:36,0,0,0
236000816506015_776552585784166,"CMC Gov20
American Government and Politics",,photo,https://www.facebook.com/photo.php?fbid=998309860246732&set=gm.776552585784166&type=3,2016-01-24 17:06:48,0,0,0
236000816506015_776526199120138,Buying: Microeconomics by David Besanko and Ronal R. Braeutigam 4th or 5th edition,,status,,2016-01-24 15:32:51,1,0,0
236000816506015_776323229140435,"Buying:
The View From Nowhere- Thomas Nagel
Essential Readings in Comparative Politics- Patrick O' Neil",,status,,2016-01-24 04:39:47,0,0,0
236000816506015_776136625825762,looking to rent or buy a graphing calculator! lmk,,status,,2016-01-23 16:03:35,0,2,0
236000816506015_776278549144903,"BUYING for MUS 110B:
9th Ed. A History of Western Music
7th ed. norton anthology of western music, vol. 2 & 3
Norton Recorded Anthology of Western Music, Classic to 20th Century",,status,,2016-01-24 01:45:47,0,0,0
236000816506015_776274072478684,BUYING: SPAN 125 B: Huellas de las literaturas 2nd edition,,status,,2016-01-24 01:17:07,1,0,0
236000816506015_776270019145756,Selling: University Physics for Life Sciences (for phys 31 at keck),,status,,2016-01-24 00:48:45,0,0,0
236000816506015_776251232480968,"Buying: Ecology of Agroecosystems. Vandermeer, John. 2011. Jones and Barlett Publishers.",,status,,2016-01-23 23:11:56,0,0,0
236000816506015_776226615816763,Is anyone selling the book Dubliners by James Joyce???,,status,,2016-01-23 21:30:04,1,0,0
236000816506015_774945732611518,Buying Bio 43/44 textbook 3rd edition.,,status,,2016-01-20 15:17:40,1,2,0
236000816506015_776158749156883,Selling Graphing Calculator $50 TI-84+,,status,,2016-01-23 17:16:41,1,0,0
236000816506015_776101185829306,"SELLING:

The thiefs journal by Jean genet
The wretched of the earth by Frantz Fanon
Euripides by Bacchae

Yes these are from Scripps core 1 but it is possible that other classes may use these so just pm me if interested",,status,,2016-01-23 14:20:18,0,0,0
236000816506015_776090229163735,"Buying:

Intermediate Accounting (w/2013 Annual Report) 8th Edition, by Spiceland",,status,,2016-01-23 13:48:28,0,0,0
236000816506015_776073295832095,"Selling: 
The Globalization of world politics, 5th edition, Baylis&Smith&Owens
Psychology, 6th edition, Robin Kowalski & Drew Westen
Miradas Contextos - para conversar y escribir, Mejia & Davis 
Rhetoric in Popular Culture, 3rd edition, Barry Brummett 

Message me for prices if interested!",,status,,2016-01-23 12:52:06,0,0,0
236000816506015_775819699190788,"Buying:
Investments (Bodie, Kane, and Marcus)...",,status,,2016-01-22 22:53:31,0,1,0
236000816506015_775818472524244,"Selling:  
Democracy in America and The Federalist Papers for Gov 20 Macroeconomics (Blanchard and Johnson) for Econ 102
Applied Behavioral Analysis (Cooper, Heron, and Heward) for Behav Psyc
Corporate Finance (Berk and DeMarzo) for Econ 134",,status,,2016-01-22 22:47:58,0,2,0
236000816506015_775842169188541,Libgen has almost every science text.,,status,,2016-01-23 00:07:26,1,0,0
236000816506015_775842005855224,,5C Laundry,link,http://www.5claundry.com/,2016-01-23 00:06:29,0,0,0
236000816506015_775757699196988,"Selling ALL books for CMC FWS Literature and Film with Morrison 
and.. American Government and Politics - Besette/Pitney for Gov. 20",,status,,2016-01-22 18:26:53,0,1,0
236000816506015_775785695860855,"Also Selling:

Spanish 33 textbook- Interacciones (7th edition) by Emily Spinelli, Carmen Garcia, Carol E. Galvin Flood",,status,,2016-01-22 20:41:30,0,0,0
236000816506015_775064842599607,"BUYING:

Principles of Macroeconomics, 3rd Edition, Timothy Taylor 

Principles of Microeconomics, 3rd Edition, Timothy Taylor 

Diagnosing and Changing Organizational Culture, 3rd Edition, Cameron and Quinn 

SELLING: 

University Physics (for PHYS30&31 at Keck) 

The Oxford Guide to Film Studies, Hill and Gibson",,status,,2016-01-20 23:55:29,2,3,0
236000816506015_775377189235039,"Selling: CMC Lit065
Norton Anthology of English Literature Volume B",,photo,https://www.facebook.com/photo.php?fbid=996983007046084&set=gm.775377189235039&type=3,2016-01-21 18:55:05,0,2,0
236000816506015_775722129200545,Selling: Principles of Macroeconomics 3e Timothy Taylor,,status,,2016-01-22 16:17:20,1,1,0
236000816506015_774946289278129,Buying Bio 43/44 textbook,,status,,2016-01-20 15:20:00,0,2,0
236000816506015_775728192533272,SELLING: Bio 43/44 Third Edition,,status,,2016-01-22 16:42:43,1,0,0
236000816506015_774098102696281,"Selling

Myers Psychology 10th Edition",,photo,https://www.facebook.com/photo.php?fbid=1040365609340289&set=gm.774098102696281&type=3,2016-01-18 15:20:32,1,4,0
236000816506015_775725202533571,"Buying: 
Psychology (10th Edition with DSM Update) by Meyers
Selling: 
Chem Lab Notebook",,status,,2016-01-22 16:31:09,0,0,0
236000816506015_775725182533573,"Selling:

Homer's The Iliad
Virgil's the Aeneid
Beowulf
Philostratus' The Life of Apollonius
Egil's Saga",,photo,https://www.facebook.com/photo.php?fbid=1149485501735807&set=gm.775725182533573&type=3,2016-01-22 16:30:59,2,0,0
236000816506015_775723959200362,"SELLING:

Calculus (9th edition) by Varberg, Purcell and Rigdon

Message me if interested!",,status,,2016-01-22 16:25:56,1,0,0
236000816506015_775723829200375,"Selling: 
Economics- Laibson,List,Acemoglu 
Developmental Psychology- Katherine Kipp
Utilitarianism- John Stuart Mill
Meditations on first philosophy- Descartes",,status,,2016-01-22 16:25:03,3,0,0
236000816506015_775722289200529,"Buying:
Congress in Context by Haskell and Constitutional Conflicts between Congress and the President by Fisher",,status,,2016-01-22 16:18:12,1,0,0
236000816506015_774689989303759,"SELLING:

Repase y escriba for spanish 44
James Stewart Calculus 7E Early Transcendentals",,status,,2016-01-20 01:13:58,2,3,0
236000816506015_775719159200842,"Looking for:

Building Java Programs etc (w/Bindin Access Code) Edition: 3rd

Author: Reges",,status,,2016-01-22 16:05:20,1,0,0
236000816506015_759975654108526,Selling University Physics for the Life Sciences Updated Edition (new condition)- Physics Textbook for Sem 1 & 2 physics at Keck!! Message me if you're interested :),,status,,2015-12-16 17:42:10,1,2,0
236000816506015_775703842535707,anyone selling the University Physics book for Phys31L at Keck?,,status,,2016-01-22 15:01:39,0,0,0
236000816506015_775696315869793,buying interacciones spanish 33 activities manual,,status,,2016-01-22 14:29:16,0,0,0
236000816506015_775687025870722,"Selling:
Calculus 7E Early Transcendentals (with solutions manual) - Stewart 
Macroeconomics (8th Ed) - Mankiw
Why Nations Fail - Acemoglu and Robinson
A Software Engineer Learns HTML5 Javascript & Jquery - Cameron",,status,,2016-01-22 13:53:14,4,0,0
236000816506015_775670389205719,"Buying: Discovering Psychology (with special update for DSM-V): 6th edition, Hockenbury, D. H., & Hockenbury, S. E. (2014)
For Intro to Psych, thanks!",,status,,2016-01-22 13:21:58,1,0,0
236000816506015_775657952540296,"Selling: Punto y aparte (5th Ed.) 
For Spanish 33 @ PZ",,status,,2016-01-22 12:37:00,0,0,0
236000816506015_775486589224099,"Does anyone by any chance happen to be selling:
Statistics Explained: An Introductory Guide for Life Scientists 2nd (second) Edition by McKillup, Steve 

I messed up and now I can only find exorbitantly priced copies....",,status,,2016-01-22 02:28:59,1,1,0
236000816506015_775476745891750,"****looking to buy****

Pol 145 (Scripps) 
Narrative of the Life of Frederick Douglass - Angela Davis (City Lights Ed.)",,status,,2016-01-22 01:36:52,0,5,0
236000816506015_774984959274262,Anyone selling the books for sociology 51 at Pomona?,,status,,2016-01-20 17:43:04,1,2,0
236000816506015_775390679233690,Anyone still selling a lab notebook?,,status,,2016-01-21 19:52:00,1,1,0
236000816506015_775439245895500,"selling: workbook for spanish 33, student activities manual (fuentes)",,status,,2016-01-21 23:18:20,0,0,0
236000816506015_775439079228850,selling: undercover economist,,status,,2016-01-21 23:17:29,0,0,0
236000816506015_775439009228857,selling: shakespeare books and iliad for liberty and excellence.,,status,,2016-01-21 23:17:15,0,0,0
236000816506015_775433385896086,"SELLING:

Fuentes: Conversación y gramática STUDENT ACTIVITIES MANUAL 
5th Edition

I used this workbook for Spanish 33 at CMC last semester.

Since the book was only used in a reference capacity, all written work was done separately so the book is AS NEW, and has never been written in.

Let me know if you're interested!",,status,,2016-01-21 22:49:21,1,0,0
236000816506015_775431472562944,"Buying: analysis of biological data 2nd by Whitlock
Short guide to writing about biology 8th by Pechenik
Thank you so much!",,status,,2016-01-21 22:39:05,0,0,0
236000816506015_774659385973486,Selling: The Promise and Peril of Environmental Justice (EA86- Environmental Justice),,status,,2016-01-19 23:03:27,0,3,0
236000816506015_774060329366725,"GOVT 20
Selling:
American Government and Politics - Bessette/Pitney",,status,,2016-01-18 13:02:04,0,2,0
236000816506015_775421769230581,"Selling:
The US Constitution A Reader
Psychological Science 4th Edition - Gazzaniga
Single Variable Calculus - Stewart 7E
Networks - Newman
The Odyssey
Othello
Sigmoid Freud Dora 
The collected poems - Sylvia Plath
American Government and Politics - Bessette Pitney
Neuroscience 5th Edition

Looking for:
Social Psychology Edition: 6th Edition by Kendrick
Taking Sides 4th Edition by Nier",,status,,2016-01-21 22:02:33,0,2,0
236000816506015_775408299231928,Looking to buy books for Lit 058 at CMC. Norton Anthology of English Lit (Vol 2) and Norton Anthology of English Lit (VC) 9th edition.,,status,,2016-01-21 21:09:40,3,0,0
236000816506015_775399225899502,"Buying:
Java: An Eventful Approach
by Kim Bruce
ISBN: 9780131424159",,status,,2016-01-21 20:36:42,0,0,0
236000816506015_775391222566969,Looking to buy Benedita da Silva: An Afro-Brazilian Woman's Story,,status,,2016-01-21 19:54:32,0,0,0
236000816506015_775390365900388,"Selling the following books:
CMC French 44: Moments litteraires
Un Papillons dans la cite

CMC French 33: Sur le vif (textbook)
Sur le vif (student activities manual)
Access code for Sur le vif

All those interested please hmu! Prices are indeed negotiable.",,status,,2016-01-21 19:50:19,3,0,0
236000816506015_775347695904655,Selling books for French 02 and 33!,,status,,2016-01-21 17:29:25,1,1,0
236000816506015_775383845901040,"Looking for     
Environmental Law & Policy Edition: 4th
Author: Salzman
ISBN: 9781609303051
     
Environmental Policy & Politics Edition: 6th
Author: Kraft
ISBN: 9780205981809

More Than Genes Edition: N/A
Author: Agin
ISBN: 9780195381509",,status,,2016-01-21 19:16:23,0,0,0
236000816506015_775372842568807,Selling: Brooker Biology (Second Edition) for $10 OBO,,status,,2016-01-21 18:37:46,0,0,0
236000816506015_775369639235794,"SELLING:

Essentials of Economics (Mankiw) 6th Edition
The Undercover Economist (Harford)
The Armchair Economist (Landsburg)
Naked Economics (Wheelan)",,status,,2016-01-21 18:26:34,0,0,0
236000816506015_775367142569377,"Buying: Biology by brooker for Bio 44 

Selling: Conducting Research in Psychology: Measuring the Weight of Smoke Pelham/Blanton",,status,,2016-01-21 18:14:53,0,1,0
236000816506015_774241029348655,"SELLING:

Neuroscience: Exploring the Brain (3rd edition) for $10
Calculus, by Purcell, Varberg, and Rigdon (9th edition) for $20",,status,,2016-01-19 00:39:59,0,2,0
236000816506015_775363422569749,"BUYING:

Calculus 9th edition by Varberg, Purcell, and Rigdon",,status,,2016-01-21 17:54:12,0,0,0
236000816506015_774990719273686,Buying: federalist papers; What the anti-federalists were for,,status,,2016-01-20 18:07:54,0,2,0
236000816506015_775288102577281,selling all of the textbooks for FHS with Skinner!,,status,,2016-01-21 13:36:41,0,4,0
236000816506015_775064699266288,"BUYING:
Calculus (Multivariable), 6th Edition by McCallum et al. (used for Angel Chavez Calculus III course at Pomona)",,status,,2016-01-20 23:53:53,0,2,0
236000816506015_774228279349930,"Selling:
Econ 50 Mankiw: $15",,status,,2016-01-18 23:37:58,0,2,0
236000816506015_775294445909980,"buying: World Politics in New Era, Spiegel (9780199965625)",,status,,2016-01-21 13:59:48,0,0,0
236000816506015_775285695910855,Buying: Management Skills for Everyday Life by Paula Caproni,,status,,2016-01-21 13:28:27,0,0,0
236000816506015_775001025939322,"Selling:
1. Intermediate Accounting (7th Edition) by Spiceland for Econ 150
2. Applied Calculus (11th Edition) by Hoffman for Calc 30",,status,,2016-01-20 18:57:31,0,1,0
236000816506015_775128719259886,"Buying: Probability and Statistics by DeGroot
Shariari's An Invitation to Combinatorics

Selling: Introducing Psychology by Schacter, Gilbert, and Wegner
Calculus (Multivariable) 6th Edition by McCallum
Microeconomics by Krugman and Wells
Calculus 9th Edition by Varberg Purcell and Rigdon
also Nuevos Horizontes if any class still uses that",,status,,2016-01-21 04:32:06,0,0,0
236000816506015_774587549314003,"Buying: Principles of Macroeconomics - Economics and the Economy Author- Timothy Taylor. 

and 

Calculus- Single Variable 3rd Edition 
Author- Brian B. Blank & Steven G. Krantz !",,status,,2016-01-19 19:17:57,0,3,0
236000816506015_462625493843545,"Selling: 
1. American Government by James Wilson (Gov 20-Prof. Lynch)
2. Chemistry a molecular approach 2nd edition- Nivaldo J. Tro
3. Applied Calculus by Hoffmann, Bradley, Sobeck Price (Math 30- Prof. Gerald)
4. Discovering Psychology- by Cacioppo and Freverg (Prof. Ma)-NEW

Looking for: 
1. Org by Fisman
2. Understanding Organizations by Lune 
3. Diagnosing & Changing Organizational Culture by Cameron 
4. Management Skills for Everyday Life by Caproni",,status,,2014-01-02 19:43:29,0,2,0
236000816506015_775088609263897,"Selling:

Principles of Macroeconomics by Timothy Taylor  
and
Enfoques third edition with student activities manual",,status,,2016-01-21 01:10:45,3,1,0
236000816506015_775054735933951,does anyone have public sector economics by richard w tresch?,,status,,2016-01-20 23:12:19,3,4,0
236000816506015_775095372596554,"S E L L I N G ! ! !

Preparing for Power by Peter W. Cookson Jr. and Caroline Hodges Persell

Terror in the Name of God by Jessica Stern

Unequal Childhoods by Annette Lareau

Stigma by Erving Goffman",,status,,2016-01-21 01:44:45,0,0,0
236000816506015_774695155969909,"Looking for
Environmental Chemistry: A global perspective 3rd Edition
by Gary W. vanLoon and Stephen J. Duffy
ISBN-13: 978-0199228867
ISBN-10: 0199228868",,status,,2016-01-20 01:45:06,0,2,0
236000816506015_774102056029219,"Selling/Renting out Textbooks!

Discrete Mathematics, 2nd Edition by Norman Biggs (textbook for Discrete Mathematics at mudd)

Freedom On My Mind (texbook for African Diaspora in US to 1877 at scripps)

Fundamentals of Physics by David Holloway (texbook for physics 33 and 34 at keck science)

Calculus: Early Transcendentals 7E by James Stewart (texbook for Calc II at cmc)

The Thief's Journal
Fetal Positions",,status,,2016-01-18 15:33:54,0,1,0
236000816506015_774214709351287,"if you are taking any Latin American history or Soc classes, these books may be for you! $15 and under

- a silent revolution by Duncan Green, $15
- modern Latin America by Teresa Meade, $15
- Colonial Latin America (8th edition), $15
- framed by gender by Cecilia Ridgeway, $10
- deep economy by Bill McKibben, $5
- unequal childhoods by Annette Lareau, $5",Photos from Adriana Erica Gonzalez's post,photo,https://www.facebook.com/photo.php?fbid=926440004072362&set=gm.774214709351287&type=3,2016-01-18 22:38:36,3,8,0
